name,type,hp,attack,image_url
Cherrim,Grass,70,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cherrim.png
Shellos,Water,76,48,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shellos.png
Gastrodon,Water/Ground,111,83,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png
Ambipom,Normal,75,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ambipom.png
Drifloon,Ghost/Flying,90,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png
Drifblim,Ghost/Flying,150,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png
Buneary,Normal,55,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/buneary.png
Lopunny,Normal,65,76,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny.png
Lopunny Mega Lopunny,Normal/Fighting,65,136,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png
Mismagius,Ghost,60,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mismagius.png
Honchkrow,Dark/Flying,100,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png
Glameow,Normal,49,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/glameow.png
Purugly,Normal,71,82,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/purugly.png
Chingling,Psychic,45,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chingling.png
Stunky,Poison/Dark,63,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stunky.png
Skuntank,Poison/Dark,103,93,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skuntank.png
Bronzor,Steel/Psychic,57,24,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png
Bronzong,Steel/Psychic,67,89,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png
Bonsly,Rock,50,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bonsly.png
Mime Jr.,Psychic/Fairy,20,25,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mime-jr.png
Happiny,Normal,100,5,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/happiny.png
Chatot,Normal/Flying,76,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chatot.png
Spiritomb,Ghost/Dark,50,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/spiritomb.png
Gible,Dragon/Ground,58,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gible.png
Gabite,Dragon/Ground,68,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gabite.png
Garchomp,Dragon/Ground,108,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp.png
Garchomp Mega Garchomp,Dragon/Ground,108,170,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp-mega.png
Munchlax,Normal,135,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/munchlax.png
Riolu,Fighting,40,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/riolu.png
Lucario,Fighting/Steel,70,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario.png
Lucario Mega Lucario,Fighting/Steel,70,145,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario-mega.png
Hippopotas,Ground,68,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hippopotas.png
Hippowdon,Ground,108,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hippowdon.png
Skorupi,Poison/Bug,40,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/skorupi.png
Drapion,Poison/Dark,70,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drapion.png
Croagunk,Poison/Fighting,48,61,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/croagunk.png
Toxicroak,Poison/Fighting,83,106,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/toxicroak.png
Carnivine,Grass,74,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/carnivine.png
Finneon,Water,49,49,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/finneon.png
Lumineon,Water,69,69,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lumineon.png
Mantyke,Water/Flying,45,20,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mantyke.png
Snover,Grass/Ice,60,62,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/snover.png
Abomasnow,Grass/Ice,90,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow.png
Abomasnow Mega Abomasnow,Grass/Ice,90,132,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow-mega.png
Weavile,Dark/Ice,70,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/weavile.png
Magnezone,Electric/Steel,70,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/magnezone.png
Lickilicky,Normal,110,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lickilicky.png
Rhyperior,Ground/Rock,115,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyperior.png
Tangrowth,Grass,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tangrowth.png
Electivire,Electric,75,123,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/electivire.png
Magmortar,Fire,75,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/magmortar.png
Togekiss,Fairy/Flying,85,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/togekiss.png
Yanmega,Bug/Flying,86,76,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yanmega.png
Leafeon,Grass,65,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/leafeon.png
Glaceon,Ice,65,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/glaceon.png
Gliscor,Ground/Flying,75,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gliscor.png
Mamoswine,Ice/Ground,110,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mamoswine.png
Porygon-Z,Normal,85,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon-z.png
Gallade,Psychic/Fighting,68,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade.png
Gallade Mega Gallade,Psychic/Fighting,68,165,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade-mega.png
Probopass,Rock/Steel,60,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/probopass.png
Dusknoir,Ghost,45,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dusknoir.png
Froslass,Ice/Ghost,70,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/froslass.png
Rotom,Electric/Ghost,50,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom.png
Rotom Heat Rotom,Electric/Fire,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-heat.png
Rotom Wash Rotom,Electric/Water,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-wash.png
Rotom Frost Rotom,Electric/Ice,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-frost.png
Rotom Fan Rotom,Electric/Flying,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-fan.png
Rotom Mow Rotom,Electric/Grass,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-mow.png
Uxie,Psychic,75,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/uxie.png
Mesprit,Psychic,80,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mesprit.png
Azelf,Psychic,75,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/azelf.png
Dialga,Steel/Dragon,100,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga.png
Dialga Origin Forme,Steel/Dragon,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png
Palkia,Water/Dragon,90,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia.png
Palkia Origin Forme,Water/Dragon,90,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png
Heatran,Fire/Steel,91,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/heatran.png
Regigigas,Normal,110,160,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/regigigas.png
Giratina Altered Forme,Ghost/Dragon,150,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-altered.png
Giratina Origin Forme,Ghost/Dragon,150,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-origin.png
Cresselia,Psychic,120,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cresselia.png
Phione,Water,80,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/phione.png
Manaphy,Water,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/manaphy.png
Darkrai,Dark,70,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darkrai.png
Shaymin Land Forme,Grass,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-land.png
Shaymin Sky Forme,Grass/Flying,100,103,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-sky.png
Arceus,Normal,120,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/arceus.png
Victini,Psychic/Fire,100,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/victini.png
Snivy,Grass,45,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/snivy.png
Servine,Grass,60,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/servine.png
Serperior,Grass,75,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/serperior.png
Tepig,Fire,65,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tepig.png
Pignite,Fire/Fighting,90,93,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pignite.png
Emboar,Fire/Fighting,110,123,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/emboar.png
Oshawott,Water,55,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/oshawott.png
Dewott,Water,75,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dewott.png
Samurott,Water,95,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott.png
Samurott Hisuian Samurott,Water/Dark,90,108,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png
Patrat,Normal,45,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/patrat.png
Watchog,Normal,60,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/watchog.png
Lillipup,Normal,45,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lillipup.png
Herdier,Normal,65,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/herdier.png
Stoutland,Normal,85,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stoutland.png
Purrloin,Dark,41,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/purrloin.png
Liepard,Dark,64,88,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/liepard.png
Pansage,Grass,50,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pansage.png
Simisage,Grass,75,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/simisage.png
Pansear,Fire,50,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pansear.png
Simisear,Fire,75,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/simisear.png
Panpour,Water,50,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/panpour.png
Simipour,Water,75,98,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/simipour.png
Munna,Psychic,76,25,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/munna.png
Musharna,Psychic,116,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/musharna.png
Pidove,Normal/Flying,50,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pidove.png
Tranquill,Normal/Flying,62,77,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tranquill.png
Unfezant,Normal/Flying,80,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/unfezant.png
Blitzle,Electric,45,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/blitzle.png
Zebstrika,Electric,75,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zebstrika.png
Roggenrola,Rock,55,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/roggenrola.png
Boldore,Rock,70,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/boldore.png
Gigalith,Rock,85,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gigalith.png
Woobat,Psychic/Flying,65,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/woobat.png
Swoobat,Psychic/Flying,67,57,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/swoobat.png
Drilbur,Ground,60,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/drilbur.png
Excadrill,Ground/Steel,110,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/excadrill.png
Audino,Normal,103,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/audino.png
Audino Mega Audino,Normal/Fairy,103,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/audino-mega.png
Timburr,Fighting,75,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/timburr.png
Gurdurr,Fighting,85,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gurdurr.png
Conkeldurr,Fighting,105,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/conkeldurr.png
Tympole,Water,50,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tympole.png
Palpitoad,Water/Ground,75,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/palpitoad.png
Seismitoad,Water/Ground,105,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/seismitoad.png
Throh,Fighting,120,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/throh.png
Sawk,Fighting,75,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sawk.png
Sewaddle,Bug/Grass,45,53,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sewaddle.png
Swadloon,Bug/Grass,55,63,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/swadloon.png
Leavanny,Bug/Grass,75,103,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/leavanny.png
Venipede,Bug/Poison,30,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/venipede.png
Whirlipede,Bug/Poison,40,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/whirlipede.png
Scolipede,Bug/Poison,60,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scolipede.png
Cottonee,Grass/Fairy,40,27,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cottonee.png
Whimsicott,Grass/Fairy,60,67,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/whimsicott.png
Petilil,Grass,45,35,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/petilil.png
Lilligant,Grass,70,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant.png
Lilligant Hisuian Lilligant,Grass/Fighting,70,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png
Basculin Red-Striped Form,Water,70,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-red-striped.png
Basculin Blue-Striped Form,Water,70,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-blue-striped.png
Basculin White-Striped Form,Water,70,92,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png
Sandile,Ground/Dark,50,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sandile.png
Krokorok,Ground/Dark,60,82,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/krokorok.png
Krookodile,Ground/Dark,95,117,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/krookodile.png
Darumaka,Fire,70,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka.png
Darumaka Galarian Darumaka,Ice,70,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka-galarian.png
Darmanitan Standard Mode,Fire,105,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-standard.png
Darmanitan Zen Mode,Fire/Psychic,105,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-zen.png
Darmanitan Galarian Standard Mode,Ice,105,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-standard.png
Darmanitan Galarian Zen Mode,Ice/Fire,105,160,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-zen.png
Maractus,Grass,75,86,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/maractus.png
Dwebble,Bug/Rock,50,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/dwebble.png
Crustle,Bug/Rock,70,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/crustle.png
Scraggy,Dark/Fighting,50,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scraggy.png
Scrafty,Dark/Fighting,65,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/scrafty.png
Sigilyph,Psychic/Flying,72,58,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sigilyph.png
Yamask,Ghost,38,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask.png
Yamask Galarian Yamask,Ground/Ghost,38,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask-galarian.png
Cofagrigus,Ghost,58,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cofagrigus.png
Tirtouga,Water/Rock,54,78,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tirtouga.png
Carracosta,Water/Rock,74,108,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/carracosta.png
Archen,Rock/Flying,55,112,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/archen.png
Archeops,Rock/Flying,75,140,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/archeops.png
Trubbish,Poison,50,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/trubbish.png
Garbodor,Poison,80,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/garbodor.png
Zorua,Dark,40,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua.png
Zorua Hisuian Zorua,Normal/Ghost,35,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png
Zoroark,Dark,60,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark.png
Zoroark Hisuian Zoroark,Normal/Ghost,55,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png
Minccino,Normal,55,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/minccino.png
Cinccino,Normal,75,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cinccino.png
Gothita,Psychic,45,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gothita.png
Gothorita,Psychic,60,45,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gothorita.png
Gothitelle,Psychic,70,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/gothitelle.png
Solosis,Psychic,45,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/solosis.png
Duosion,Psychic,65,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/duosion.png
Reuniclus,Psychic,110,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/reuniclus.png
Ducklett,Water/Flying,62,44,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ducklett.png
Swanna,Water/Flying,75,87,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/swanna.png
Vanillite,Ice,36,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillite.png
Vanillish,Ice,51,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillish.png
Vanilluxe,Ice,71,95,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vanilluxe.png
Deerling,Normal/Grass,60,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/deerling.png
Sawsbuck,Normal/Grass,80,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/sawsbuck.png
Emolga,Electric/Flying,55,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/emolga.png
Karrablast,Bug,50,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/karrablast.png
Escavalier,Bug/Steel,70,135,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/escavalier.png
Foongus,Grass/Poison,69,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/foongus.png
Amoonguss,Grass/Poison,114,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/amoonguss.png
Frillish,Water/Ghost,55,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/frillish.png
Jellicent,Water/Ghost,100,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/jellicent.png
Alomomola,Water,165,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/alomomola.png
Joltik,Bug/Electric,50,47,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/joltik.png
Galvantula,Bug/Electric,70,77,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/galvantula.png
Ferroseed,Grass/Steel,44,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ferroseed.png
Ferrothorn,Grass/Steel,74,94,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/ferrothorn.png
Klink,Steel,40,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/klink.png
Klang,Steel,60,80,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/klang.png
Klinklang,Steel,60,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/klinklang.png
Tynamo,Electric,35,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tynamo.png
Eelektrik,Electric,65,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektrik.png
Eelektross,Electric,85,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektross.png
Elgyem,Psychic,55,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/elgyem.png
Beheeyem,Psychic,75,75,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/beheeyem.png
Litwick,Ghost/Fire,50,30,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/litwick.png
Lampent,Ghost/Fire,60,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/lampent.png
Chandelure,Ghost/Fire,60,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/chandelure.png
Axew,Dragon,46,87,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/axew.png
Fraxure,Dragon,66,117,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/fraxure.png
Haxorus,Dragon,76,147,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/haxorus.png
Cubchoo,Ice,55,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cubchoo.png
Beartic,Ice,95,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/beartic.png
Cryogonal,Ice,80,50,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cryogonal.png
Shelmet,Bug,50,40,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/shelmet.png
Accelgor,Bug,80,70,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/accelgor.png
Stunfisk,Ground/Electric,109,66,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk.png
Stunfisk Galarian Stunfisk,Ground/Steel,109,81,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk-galarian.png
Mienfoo,Fighting,45,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mienfoo.png
Mienshao,Fighting,65,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mienshao.png
Druddigon,Dragon,77,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/druddigon.png
Golett,Ground/Ghost,59,74,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/golett.png
Golurk,Ground/Ghost,89,124,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/golurk.png
Pawniard,Dark/Steel,45,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/pawniard.png
Bisharp,Dark/Steel,65,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bisharp.png
Bouffalant,Normal,95,110,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/bouffalant.png
Rufflet,Normal/Flying,70,83,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/rufflet.png
Braviary,Normal/Flying,100,123,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary.png
Braviary Hisuian Braviary,Psychic/Flying,110,83,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png
Vullaby,Dark/Flying,70,55,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/vullaby.png
Mandibuzz,Dark/Flying,110,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/mandibuzz.png
Heatmor,Fire,85,97,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/heatmor.png
Durant,Bug/Steel,58,109,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/durant.png
Deino,Dark/Dragon,52,65,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/deino.png
Zweilous,Dark/Dragon,72,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zweilous.png
Hydreigon,Dark/Dragon,92,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/hydreigon.png
Larvesta,Bug/Fire,55,85,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/larvesta.png
Volcarona,Bug/Fire,85,60,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/volcarona.png
Cobalion,Steel/Fighting,91,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/cobalion.png
Terrakion,Rock/Fighting,91,129,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/terrakion.png
Virizion,Grass/Fighting,91,90,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/virizion.png
Tornadus Incarnate Forme,Flying,79,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-incarnate.png
Tornadus Therian Forme,Flying,79,100,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-therian.png
Thundurus Incarnate Forme,Electric/Flying,79,115,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-incarnate.png
Thundurus Therian Forme,Electric/Flying,79,105,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-therian.png
Reshiram,Dragon/Fire,100,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png
Zekrom,Dragon/Electric,100,150,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png
Landorus Incarnate Forme,Ground/Flying,89,125,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-incarnate.png
Landorus Therian Forme,Ground/Flying,89,145,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-therian.png
Kyurem,Dragon/Ice,125,130,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png
Kyurem White Kyurem,Dragon/Ice,125,120,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-white.png
Kyurem Black Kyurem,Dragon/Ice,125,170,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-black.png
Keldeo Ordinary Form,Water/Fighting,91,72,https:https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png
